objID,ra,dec,z,lgm_tot_p50,sfr_tot_p50,oh_p50
1237658205585997877,187.55281661322,50.621196529977,0.03014277,9.218054,-0.5019006,8.81156
1237665128546828424,193.09514301756,34.7993779993566,0.04515122,10.01526,-0.314329,9.006136
1237668365853655389,245.609983977392,11.020740495744,0.03284799,9.428738,-0.4343283,8.808648
1237665128561508569,230.87067337456,26.1955202208424,0.0330344,9.677016,-0.3238713,9.090074
1237674651532394592,164.195383800285,0.92245733615562,0.04044758,9.923259,0.1080406,9.129674
1237662268076458095,233.408261135968,5.30945706208911,0.03822361,9.812799,0.08529828,8.950373
1237660584983199884,156.962346857606,9.53759502339101,0.0457817,10.64498,0.2860552,9.048134
1237664836466311283,133.738035280234,25.8204015109231,0.04532826,9.51119,-0.2041799,8.798282
1237661139031097425,146.428183468904,36.5185388756598,0.03290188,9.590821,0.1465292,8.723783
1237660584982937812,156.268788615276,9.53220205666949,0.04429788,10.35316,0.3258288,8.855534
1237651274044342403,163.129266006395,66.8876548816297,0.032927,9.489859,-0.400971,8.855632
1237654950524944761,242.677661659071,53.7168416256049,0.03024099,9.259723,-0.178409,8.747625
1237665369039044739,155.145537629055,29.236327845809,0.04839791,10.4018,0.07589933,9.173461
1237665129619193947,189.214590498834,35.941234587911,0.03317122,10.22959,0.08372921,9.127069
1237662302983356740,244.969764861021,34.2583201983954,0.03369192,10.26633,0.03890078,8.936072
1237665372258828469,237.825792570694,20.1719807530739,0.03719167,9.265916,0.1751143,8.61948
1237667254549479469,176.468497901912,29.9454289298317,0.04653222,10.49001,0.4355243,9.078964
1237654606396850284,154.012732838193,5.12068602607213,0.04901253,9.695564,0.05027952,8.787804
1237668348144517429,234.524723092371,10.4356134916972,0.0349397,9.861505,-0.4052101,8.85026
1237651250432901243,221.119536846357,59.3466048433087,0.04329389,10.24764,-0.1591332,9.062258
1237660764834758715,123.884757591798,25.8111518377063,0.04557232,9.955946,-0.002583572,9.013706
1237651737388449899,227.795799878706,2.65396105060231,0.04078791,9.361059,0.09687492,8.732274
1237667783903019164,171.411715572789,22.8311740607754,0.03139373,9.159018,-0.7149659,8.540348
1237662640124199206,247.763602289213,23.2430001999912,0.03826426,9.652734,-0.1335509,8.869345
1237654028716343424,167.840599656551,1.4324898686671,0.04377523,9.701717,-0.638682,8.914046
1237658299534671969,159.938598821475,6.84945048286843,0.03096435,9.390192,-0.7394495,8.668502
1237661137956503701,144.696836330695,34.9170849466826,0.04189205,10.2422,0.2443182,9.035707
1237665548356747514,224.115164777082,21.3071498140498,0.04398253,10.36799,0.02611775,9.137062
1237662264854904987,217.877989579762,9.34220838146515,0.03068614,9.580609,-0.2149564,8.944946
1237658303277629603,155.161720445631,56.3350941680896,0.04486771,10.38854,0.3827703,9.10737
1237662663754907652,242.435802227061,25.2166817938555,0.04752665,9.9353,0.3409036,9.239723
1237651754004840576,167.402049064743,2.41054567780781,0.0355189,9.668839,0.09036581,8.850777
1237667253993603337,130.350772363122,18.3139799094702,0.04072126,10.04272,-0.1235119,8.984002
1237671127520379015,182.948008660145,10.0535897424403,0.03198876,9.213027,-0.2638957,8.730008
1237650795681677572,142.8314365663,-0.344420045419186,0.04726655,10.43896,0.4443376,9.124897
1237654948371169487,220.310078464342,62.1870739833504,0.03763264,10.01466,-0.07403363,8.941698
1237667917028851743,179.860635856049,20.9992431025032,0.04174688,9.749063,-0.5720236,9.0019
1237661435924971624,205.243342866324,46.8432606926695,0.04007431,9.721803,-0.1581197,8.923764
1237663547443904654,137.224637666749,61.2982807473721,0.04268264,10.02314,-0.5933436,9.047457
1237654668663849240,154.580664809809,-1.17067599401897,0.04725127,9.345297,-0.06918993,8.594295
1237653652374028450,5.19459268971571,15.24674153139,0.03678023,9.164407,-0.09682916,8.647022
1237664337175314507,165.728225679248,35.2391852565558,0.03157144,9.751057,-0.2045815,8.910615
1237654381978452105,139.618724476512,52.9475427553828,0.03958133,9.644236,-0.1810975,8.699522
1237664853106491412,213.294663475253,33.9747621760133,0.03377283,9.072777,-0.05576415,8.387365
1237654954281992610,257.380833166712,37.3654620107169,0.0490039,10.3837,-0.6806313,8.995002
1237667323258863722,189.75315271115,27.6039149619394,0.03393765,9.39672,-0.545089,8.84868
1237651252015661443,116.239887744273,39.3877543570773,0.04601919,10.35604,0.0009749341,9.049909
1237671262267048037,121.123282160588,8.6386843973153,0.04882642,10.87761,-0.6887999,8.932045
1237667321639338098,167.106461573908,25.2607354263322,0.03372174,9.83862,-0.1528303,8.684888
1237662662134464672,218.808062981742,34.3054680858089,0.04772882,9.920181,0.3369737,9.088054
1237654604245500130,145.314288303174,2.97707350474059,0.0461942,9.662582,-0.1083116,8.828412
1237667782821085311,151.694144607723,19.2221714696757,0.04476561,10.00501,0.2114773,9.049565
1237655692479627473,227.856369326873,-1.78622089883486,0.04359801,9.775344,-0.2521825,8.937535
